Record_ID,Material_ID,DOI,Source_File,Support,Support_Type,Amine_1_or_Additive_1,Amine_Type,MW_Mn_g_mol,Organic_Content_pct,N_Content_mmol_g,Amine_2_or_Additive_2,Amine_2_or_Additive_2_Type,Amine_3_or_Additive_3,Amine_3_or_Additive_3_Type,BET_Bare_Surface_Area_m2_g,Bare_Pore_Volume_cm3_g,Average_Bare_Pore_Diameter_nm,BET_Surface_Area_m2_g,Pore_Volume_cm3_g,Average_Pore_Diameter_nm,Relative_Humidity_pct,CO2_Concentration,CO2_Concentration_vol_pct,Flow_Rate,Flow_Rate_mL_min,Interfering_Gases,Adsorption_Temperature_C,CO2_Test_Method,CO2_Capacity,CO2_Capacity_mmol_g,Amine_Efficiency,Amine_Efficiency_mmol_mmol,Heat_of_Adsorption_kJ_mol,Time_to_Half_Saturation,Time_to_90_Saturation,Kinetic_name,Kinetic_label,Kinetic_values,Kinetic_units,Kinetic_percent_saturation,Desorption_Gas,Desorption_Temperature_C,Desorption_Time,Weight_Loss_Stability_pct,Capacity_Loss_Stability_pct,Cycle_1_name,Cycle_1_label,Cycle_1_values,Cycle_1_units,Cycle_1_max_cycle,Cycle_2_name,Cycle_2_label,Cycle_2_values,Cycle_2_units,Cycle_2_max_cycle,Model_Name,Prompt_Name
Mesoporous_γ-Al2O3_PEI_29.8%_Mesoporous_γ-Al2O3_29.8%PEI__T25_TGA_10pctCO2_dry,Mesoporous_γ-Al2O3_PEI_29.8%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,Mesoporous γ-Al2O3,Porous Alumina (PA),PEI,Polymeric Amines,600.0,29.8,6.930232558139536,0,,0,,234.0,1.17,17.3,111.0,0.57,15.3,0.0,10%,10.0,100 mL/min,100.0,,25.0,TGA,1.41 mmol/g,1.41,0.20 mol/mol,0.2,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
Mesoporous_γ-Al2O3_PEI_29.8%_Mesoporous_γ-Al2O3_29.8%PEI__T25_TGA_400ppmCO2_dry,Mesoporous_γ-Al2O3_PEI_29.8%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,Mesoporous γ-Al2O3,Porous Alumina (PA),PEI,Polymeric Amines,600.0,29.8,6.930232558139536,0,,0,,234.0,1.17,17.3,111.0,0.57,15.3,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.03 mmol/g,1.03,0.15 mol/mol,0.15,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
Mesoporous_γ-Al2O3_PEI_37.2%_Mesoporous_γ-Al2O3_37.2%PEI__T25_TGA_10pctCO2_dry,Mesoporous_γ-Al2O3_PEI_37.2%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,Mesoporous γ-Al2O3,Porous Alumina (PA),PEI,Polymeric Amines,600.0,37.2,8.651162790697676,0,,0,,234.0,1.17,17.3,66.0,0.35,15.2,0.0,10%,10.0,100 mL/min,100.0,,25.0,TGA,1.73 mmol/g,1.73,0.20 mol/mol,0.2,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
Mesoporous_γ-Al2O3_PEI_37.2%_Mesoporous_γ-Al2O3_37.2%PEI__T25_TGA_400ppmCO2_dry,Mesoporous_γ-Al2O3_PEI_37.2%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,Mesoporous γ-Al2O3,Porous Alumina (PA),PEI,Polymeric Amines,600.0,37.2,8.651162790697676,0,,0,,234.0,1.17,17.3,66.0,0.35,15.2,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.33 mmol/g,1.33,0.15 mol/mol,0.15,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
Mesoporous_γ-Al2O3_PEI_48.1%_Mesoporous_γ-Al2O3_48.1%PEI__T25_TGA_10pctCO2_dry,Mesoporous_γ-Al2O3_PEI_48.1%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,Mesoporous γ-Al2O3,Porous Alumina (PA),PEI,Polymeric Amines,600.0,48.1,11.186046511627907,0,,0,,234.0,1.17,17.3,29.0,0.16,15.1,0.0,10%,10.0,100 mL/min,100.0,,25.0,TGA,1.95 mmol/g,1.95,0.17 mol/mol,0.17,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
Mesoporous_γ-Al2O3_PEI_48.1%_Mesoporous_γ-Al2O3_48.1%PEI__T25_TGA_400ppmCO2_dry,Mesoporous_γ-Al2O3_PEI_48.1%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,Mesoporous γ-Al2O3,Porous Alumina (PA),PEI,Polymeric Amines,600.0,48.1,11.186046511627907,0,,0,,234.0,1.17,17.3,29.0,0.16,15.1,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.74 mmol/g,1.74,0.16 mol/mol,0.16,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_24.8%_SBA-15_24.8%PEI__T25_TGA_10pctCO2_dry,SBA-15_PEI_24.8%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,24.8,5.767441860465117,0,,0,,841.0,1.08,6.8,287.0,0.55,6.1,0.0,10%,10.0,100 mL/min,100.0,,25.0,TGA,0.85 mmol/g,0.85,0.15 mol/mol,0.15,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_24.8%_SBA-15_24.8%PEI__T25_TGA_400ppmCO2_dry,SBA-15_PEI_24.8%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,24.8,5.767441860465117,0,,0,,841.0,1.08,6.8,287.0,0.55,6.1,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,0.32 mmol/g,0.32,0.06 mol/mol,0.06,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_39.9%_SBA-15_39.9%PEI__T25_TGA_10pctCO2_dry,SBA-15_PEI_39.9%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,39.9,9.279069767441861,0,,0,,841.0,1.08,6.8,118.0,0.28,5.5,0.0,10%,10.0,100 mL/min,100.0,,25.0,TGA,1.61 mmol/g,1.61,0.17 mol/mol,0.17,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_39.9%_SBA-15_39.9%PEI__T25_TGA_400ppmCO2_dry,SBA-15_PEI_39.9%,10.1021/la203373g,036.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,39.9,9.279069767441861,0,,0,,841.0,1.08,6.8,118.0,0.28,5.5,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.05 mmol/g,1.05,0.11 mol/mol,0.11,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_bare_SBA-15_bare_400ppmCO2_N2_25C_TGA_DAC,SBA-15_bare,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,0,,,,,0,,0,,992.0,1.319,5.318548387096774,,,,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,0.104 mmol/g,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA_50%_SBA-15_50%DEA__T25_TGA_400ppmCO2_N2,SBA-15_DEA_50%,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,50.0,11.627906976744187,0,,0,,992.0,1.319,5.318548387096774,65.0,0.137,8.430769230769231,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,0.587 mmol/g,0.587,0.12 mol CO2/mol N,0.12,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T25_TGA_400ppmCO2_N2,SBA-15_PEI_50%,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,800.0,50.0,11.627906976744187,0,,0,,992.0,1.319,5.318548387096774,27.0,0.055,8.148148148148149,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,1.107 mmol/g,1.107,0.10 mol CO2/mol N,0.1,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA25%_PEI25%_SBA-15_25%DEA_25%PEI_T25_TGA_400ppmCO2_N2,SBA-15_DEA25%_PEI25%,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,25.0,5.813953488372094,PEI,Polymeric Amines,0,,992.0,1.319,5.318548387096774,62.0,0.134,8.64516129032258,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,0.947 mmol/g,0.947,0.16 mol CO2/mol N,0.16,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA33.3%_PEI16.7%_SBA-15_33.3%DEA_16.7%PEI_T25_TGA_400ppmCO2_N2,SBA-15_DEA33.3%_PEI16.7%,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,33.3,7.7441860465116275,PEI,Polymeric Amines,0,,992.0,1.319,5.318548387096774,88.0,0.174,7.909090909090909,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,1.217 mmol/g,1.217,0.17 mol CO2/mol N,0.17,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA25%_PEI25%_1_1_SBA-15_25%DEA_25%PEI_1_1_T25_TGA_400ppmCO2_N2,SBA-15_DEA25%_PEI25%_1_1,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,25.0,5.813953488372094,PEI,Polymeric Amines,0,,992.0,1.319,5.318548387096774,92.0,0.178,7.739130434782608,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,1.620 mmol/g,1.62,0.20 mol CO2/mol N,0.2,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA16.7%_PEI33.3%_SBA-15_16.7%DEA_33.3%PEI_T25_TGA_400ppmCO2_N2,SBA-15_DEA16.7%_PEI33.3%,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,16.7,3.883720930232558,PEI,Polymeric Amines,0,,992.0,1.319,5.318548387096774,72.0,0.135,7.5,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,1.512 mmol/g,1.512,0.16 mol CO2/mol N,0.16,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA10%_PEI40%_SBA-15_10%DEA_40%PEI_T25_TGA_400ppmCO2_N2,SBA-15_DEA10%_PEI40%,10.1002/advs.202207253,037.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,10.0,2.3255813953488373,PEI,Polymeric Amines,0,,992.0,1.319,5.318548387096774,114.0,0.204,7.157894736842105,0.0,400 ppm,0.04,100 mL/min,100.0,N₂,25.0,TGA,1.291 mmol/g,1.291,0.13 mol CO2/mol N,0.13,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_bare_SBA-15_bare_400ppmCO2_25C_TGA,SBA-15_bare,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,0,,,,,0,,0,,934.91,1.45,6.203805713918987,,,,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,0.10 mmol/g,0.1,,,,27.0,62.39999999999999,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 0.02], [24, 0.04], [36, 0.06], [48, 0.07], [60, 0.08], [72, 0.085], [84, 0.088], [96, 0.09], [120, 0.09]]","min, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_DEA_50%_SBA-15_50%DEA__T25_TGA_400ppmCO2,SBA-15_DEA_50%,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,DEA,Small-Molecule Polyamines,105.14,50.0,4.76,0,,0,,934.91,1.45,6.203805713918987,273.01,0.6,8.790886780704003,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,0.54 mmol/g,0.54,0.11 mmol/mmol,0.11,,11.85,42.2,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 0.4], [24, 0.6], [36, 0.75], [48, 0.85], [60, 0.9], [72, 0.92], [84, 0.93], [96, 0.94], [120, 0.94]]","min, mmol/g","['11.85 min', '42.20 min']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_50%_SBA-15_50%TEPA__T25_TGA_400ppmCO2,SBA-15_TEPA_50%,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,13.21,0,,0,,934.91,1.45,6.203805713918987,174.1,0.35,8.0413555427915,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.91 mmol/g,1.91,0.14 mmol/mmol,0.14,,28.5,57.6,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 0.26], [24, 0.45], [36, 0.6], [48, 0.7], [60, 0.76], [72, 0.8], [84, 0.83], [96, 0.85], [120, 0.86]]","min, mmol/g","['28.50 min', '57.60 min']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_10%_DEA_40%_SBA-15_10%TEPA_40%DEA_T25_TGA_400ppmCO2,SBA-15_TEPA_10%_DEA_40%,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,6.45,DEA,Small-Molecule Polyamines,0,,934.91,1.45,6.203805713918987,78.59,0.19,9.670441532001526,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.10 mmol/g,1.1,0.17 mmol/mmol,0.17,,16.05,42.65,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 0.6], [24, 0.9], [36, 1.1], [48, 1.25], [60, 1.32], [72, 1.36], [84, 1.38], [96, 1.4], [120, 1.41]]","min, mmol/g","['16.05 min', '42.65 min']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_16.37%_DEA_33.33%_SBA-15_16.37%TEPA_33.33%DEA_T25_TGA_400ppmCO2,SBA-15_TEPA_16.37%_DEA_33.33%,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,7.57,DEA,Small-Molecule Polyamines,0,,934.91,1.45,6.203805713918987,76.38,0.18,9.426551453260016,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.38 mmol/g,1.38,0.18 mmol/mmol,0.18,,23.55,52.0,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 0.7], [24, 1.0], [36, 1.3], [48, 1.5], [60, 1.6], [72, 1.65], [84, 1.68], [96, 1.7], [120, 1.71]]","min, mmol/g","['23.55 min', '52.00 min']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_25%_DEA_25%_SBA-15_25%TEPA_25%DEA_T25_TGA_400ppmCO2,SBA-15_TEPA_25%_DEA_25%,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,8.98,DEA,Small-Molecule Polyamines,0,,934.91,1.45,6.203805713918987,69.31,0.17,9.810994084547684,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.68 mmol/g,1.68,0.19 mmol/mmol,0.19,,24.5,55.4,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 0.8], [24, 1.2], [36, 1.5], [48, 1.7], [60, 1.8], [72, 1.85], [84, 1.88], [96, 1.9], [120, 1.91]]","min, mmol/g","['24.50 min', '55.40 min']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_33.33%_DEA_16.67%_SBA-15_33.33%TEPA_16.67%DEA_T25_TGA_400ppmCO2,SBA-15_TEPA_33.33%_DEA_16.67%,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,10.39,DEA,Small-Molecule Polyamines,0,,934.91,1.45,6.203805713918987,35.81,0.1,11.17006422786931,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.90 mmol/g,1.9,0.18 mmol/mmol,0.18,,27.7,58.25,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 1.2], [24, 1.7], [36, 1.95], [48, 2.05], [60, 2.12], [72, 2.16], [84, 2.18], [96, 2.19], [120, 2.2]]","min, mmol/g","['27.70 min', '58.25 min']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_40%_DEA_10%_SBA-15_40%TEPA_10%DEA_T25_TGA_400ppmCO2,SBA-15_TEPA_40%_DEA_10%,10.1016/j.jece.2022.107239,038.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.52,DEA,Small-Molecule Polyamines,0,,934.91,1.45,6.203805713918987,48.18,0.12,9.962640099626402,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,TGA,1.93 mmol/g,1.93,0.17 mmol/mmol,0.17,,26.15,52.7,TG Curve/ CO2 adsorption profile,CO2 Adsorbed (mmol/g),"[[0, 0.0], [12, 1.1], [24, 1.6], [36, 1.9], [48, 2.0], [60, 2.08], [72, 2.12], [84, 2.14], [96, 2.16], [120, 2.18]]","min, mmol/g","['26.15 min', '52.70 min']",,,,,,Cyclic CO2 profile,Capacity (mmol/g),"[[1, 1.85], [2, 1.84], [3, 1.83], [4, 1.82], [5, 1.81], [6, 1.8], [7, 1.79], [8, 1.78], [9, 1.77], [10, 1.76]]",mmol/g,10.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_25%_SBA-15_25%PEI__T25_BTC_400ppmCO2_N2_100mL_min,SBA-15_PEI_25%,10.1016/j.cej.2021.131875,039.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,800.0,25.0,5.813953488372094,0,,0,,643.03,1.1441,7.116930780834487,205.98,0.4717,9.160112632294398,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,0.72 mmol/g,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T25_BTC_400ppmCO2_N2_100mL_min,SBA-15_PEI_50%,10.1016/j.cej.2021.131875,039.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,800.0,50.0,11.627906976744187,0,,0,,643.03,1.1441,7.116930780834487,13.089,0.0505,15.432806173122469,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.34 mmol/g,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_75%_SBA-15_75%PEI__T25_BTC_400ppmCO2_N2_100mL_min,SBA-15_PEI_75%,10.1016/j.cej.2021.131875,039.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,800.0,75.0,17.441860465116278,0,,0,,643.03,1.1441,7.116930780834487,1.87,0.0027,5.775401069518717,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,1.90 mmol/g,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_25%_SBA-15_25%TEPA__T25_BTC_400ppmCO2_N2_100mL_min,SBA-15_TEPA_25%,10.1016/j.cej.2021.131875,039.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,25.0,5.813953488372094,0,,0,,643.03,1.1441,7.116930780834487,250.38,0.6024,9.623771866762523,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,0.89 mmol/g,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_50%_SBA-15_50%TEPA__T25_BTC_400ppmCO2_N2_100mL_min,SBA-15_TEPA_50%,10.1016/j.cej.2021.131875,039.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,643.03,1.1441,7.116930780834487,174.1,0.3533,8.117174037909248,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,2.30 mmol/g,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_75%_SBA-15_75%TEPA__T25_BTC_400ppmCO2_N2_100mL_min,SBA-15_TEPA_75%,10.1016/j.cej.2021.131875,039.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,75.0,17.441860465116278,0,,0,,643.03,1.1441,7.116930780834487,0.83,0.0018,8.674698795180724,0.0,400 ppm,0.04,100 mL/min,100.0,,25.0,BTC,3.44 mmol/g,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_PEHA_50%_50S_50%PEHA__T25_TGA_95pctCO2,50S_PEHA_50%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,PEHA,Small-Molecule Polyamines,600.93,50.0,11.627906976744187,0,,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,25.0,TGA,160 mg/g,3.64,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_PEHA_50%_50S_50%PEHA__T85_TGA_95pctCO2,50S_PEHA_50%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,PEHA,Small-Molecule Polyamines,600.93,50.0,11.627906976744187,0,,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,85.0,TGA,40 mg/g,0.91,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_TEPA_50%_50S_50%TEPA__T25_TGA_95pctCO2,50S_TEPA_50%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,TEPA,Small-Molecule Polyamines,232.34,50.0,11.627906976744187,0,,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,25.0,TGA,182 mg/g,4.14,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_TEPA_50%_50S_50%TEPA__T85_TGA_95pctCO2,50S_TEPA_50%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,TEPA,Small-Molecule Polyamines,232.34,50.0,11.627906976744187,0,,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,85.0,TGA,40 mg/g,0.91,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_LPEI25k_50%_50S_50%LPEI__T25_TGA_95pctCO2,50S_LPEI25k_50%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,LPEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,25.0,TGA,114 mg/g,2.59,,,-42.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_LPEI25k_50%_50S_50%LPEI__T85_TGA_95pctCO2,50S_LPEI25k_50%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,LPEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,85.0,TGA,25 mg/g,0.57,,,-42.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_BPEI25k_50%_50S_50%BPEI__T25_TGA_95pctCO2,50S_BPEI25k_50%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,BPEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,25.0,TGA,140 mg/g,3.18,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_PEHA-PO-1-2_61%_50S_61%PEHA-PO__T25_TGA_95pctCO2,50S_PEHA-PO-1-2_61%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,PEHA,Small-Molecule Polyamines,600.93,61.0,14.186046511627907,PEG200,Additive,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,25.0,TGA,121 mg/g,2.75,,,-72.0,0.73,1.73,Fixed-Bed Breakthrough Testing,Adsorption (%),"[[0.0, 0.0], [0.5, 35.2], [1.0, 58.7], [2.0, 78.3], [3.0, 87.1], [4.0, 92.4], [5.0, 95.6], [7.0, 97.8], [10.0, 99.1], [15.0, 100.0]]","min, %","[0.73, 1.73]",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
50S_PEHA-PO-1-2_61%_50S_61%PEHA-PO__T85_TGA_95pctCO2,50S_PEHA-PO-1-2_61%,10.1002/cssc.201802975,040.pdf-id_comprehensive_extraction.json,50S,Porous Silica Materials,PEHA,Small-Molecule Polyamines,600.93,61.0,14.186046511627907,PEG200,Additive,0,,,,,,,,0.0,95 vol%,95.0,60 mL/min,60.0,,85.0,TGA,106 mg/g,2.41,,,-72.0,,,,,,,,,,,,,Cyclic CO2 profile,Adsorption capacity (mmol CO₂ g⁻¹),"[[1, 2.52], [5, 2.51], [10, 2.5], [15, 2.5], [20, 2.49], [25, 2.49], [30, 2.48], [35, 2.48], [40, 2.47], [45, 2.47], [50, 2.46]]",mmol/g,50.0,,,,,,qwen3-max,DAC_prompt_SCaSE
